task_id,annotation_id,completed_by,relevance_choice,annotation_created_at,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text
46,46,1,1 (Relevant),2025-04-20T20:06:34.128474Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzYwNTAwMDUyMjM0OTg0Mg==,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzkzNDc2NDc4NTQ2NDQ1MA==,can you describe what a “DEI hire” is?,2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNTIzMDAyMTk4Nzg2NDY=,2,0,0 days,can you describe what a dei hire is?,"i will be supporting costco now → if you really believe all the nonsense you post, i challenge you to resign and put a dei hire in your job. → can you describe what a dei hire is?"
47,47,1,0 (Not Relevant),2025-04-20T20:06:39.793526Z,Costco,2025-02-09 09:00:00,Y29tbWVudDoxMDM5NjIyNDU0ODYyNTg0XzExNDU5ODE4NDcwMjQ3NDU=,,"I bought them from Costco, they are really useful I love them",2025-02-09,initial,0,0,1,Y29tbWVudDoxMDM5NjIyNDU0ODYyNTg0XzExNDU5ODE4NDcwMjQ3NDU=,0,801,0 days,"i bought them from costco, they are really useful i love them","i bought them from costco, they are really useful i love them"
48,48,1,1 (Relevant),2025-04-20T20:06:45.381736Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzU5NDk1ODY3OTk0MDc3Nw==,,Thank you Costco for standing up on the side of respect and inclusion.,2025-02-01,initial,2,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzU5NDk1ODY3OTk0MDc3Nw==,0,899,0 days,thank you costco for standing up on the side of respect and inclusion.,thank you costco for standing up on the side of respect and inclusion.
49,49,1,0 (Not Relevant),2025-04-20T20:06:51.664368Z,Costco,2025-01-13 11:00:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE4Mzc2NDM2NDY5NzQ4MzA=,,They are so good,2025-01-17,initial,0,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzE4Mzc2NDM2NDY5NzQ4MzA=,0,272,0 days,they are so good,they are so good
50,50,1,0 (Not Relevant),2025-04-20T20:06:55.743897Z,Google,2025-03-04 09:52:00,Y29tbWVudDoxMTk2NTM4MjYxODI3NjA2XzU2MzMwNjA0MDA1NDQyMA==,,Good,2025-03-06,initial,0,0,0,Y29tbWVudDoxMTk2NTM4MjYxODI3NjA2XzU2MzMwNjA0MDA1NDQyMA==,0,72,0 days,good,good
51,51,1,0 (Not Relevant),2025-04-20T20:06:59.567104Z,Google,2025-02-27 12:12:00,Y29tbWVudDoxMTkyODYzNzM4ODYxNzI1XzEzNjI1MjE4OTQ3NTU5ODk=,,nice,2025-03-06,initial,0,0,0,Y29tbWVudDoxMTkyODYzNzM4ODYxNzI1XzEzNjI1MjE4OTQ3NTU5ODk=,0,247,0 days,nice,nice
52,52,1,0 (Not Relevant),2025-04-20T20:07:06.712888Z,Google,2025-02-12 10:40:00,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzM5Mjg3NzgyMzA3MDg1NTE=,,It’s called the GULF OF MEXICO!! You also removed DEI holidays in your calendar!! I have removed all of my google apps from my devices until this is fixed. Google is no longer the place to go for accurate information!!,2025-02-13,initial,0,0,0,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzM5Mjg3NzgyMzA3MDg1NTE=,0,440,0 days,its called the gulf of mexico!! you also removed dei holidays in your calendar!! i have removed all of my google apps from my devices until this is fixed. google is no longer the place to go for accurate information!!,its called the gulf of mexico!! you also removed dei holidays in your calendar!! i have removed all of my google apps from my devices until this is fixed. google is no longer the place to go for accurate information!!
53,53,1,1 (Relevant),2025-04-20T20:07:16.145628Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzExMzk4NDk5NzEwNjcwNzg=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU3NTAyMDU1ODgzNTY0NA==,BYEEEEEEE,2025-02-01,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU3NTAyMDU1ODgzNTY0NA==,1,0,0 days,byeeeeeee,ive been a costco member for decades. i spend thousands of dollars at your store every year. i will not be renewing my membership if the dei issue is not addressed. these are not the antics your members want. you need to think about who spends the most money at your stores and walk back your position. i can always shop elsewhere. youre not special. → byeeeeeee
54,54,1,1 (Relevant),2025-04-20T20:07:20.840945Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzM2NjY5MDY1MjY5MzQzOTU=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzI5MTAzMDEwMDI0NjE4NzM=,"DEI is not ALL about race. White women, handicap, and other marginalized Americans benefit from it. Why can't the qualified people in front of you be of different races since you claim to be inclusive? You need to rephrase your thought, ""I don't want somebody forcing me to hire a certain race when I have plenty of qualified white people right in front of me."" Is nobody of ""a certain race"" qualified?"" Black women are the most highly educated demographic in this country. (little known fact) I wish the USA was colorblind and blind to biases, then maybe we wouldn't have to have DEI in the first place. I praise Costco!",2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzI5MTAzMDEwMDI0NjE4NzM=,1,45,0 days,"dei is not all about race. white women, handicap, and other marginalized americans benefit from it. why can't the qualified people in front of you be of different races since you claim to be inclusive? you need to rephrase your thought, ""i don't want somebody forcing me to hire a certain race when i have plenty of qualified white people right in front of me."" is nobody of ""a certain race"" qualified?"" black women are the most highly educated demographic in this country. (little known fact) i wish the usa was colorblind and blind to biases, then maybe we wouldn't have to have dei in the first place. i praise costco!","dei is not ok! will not shop costco till the stop! ive been inclusive all my life. i dont want somebody forcing me to hire a certain race when i have plenty of qualified people right in front of me. → dei is not all about race. white women, handicap, and other marginalized americans benefit from it. why can't the qualified people in front of you be of different races since you claim to be inclusive? you need to rephrase your thought, ""i don't want somebody forcing me to hire a certain race when i have plenty of qualified white people right in front of me."" is nobody of ""a certain race"" qualified?"" black women are the most highly educated demographic in this country. (little known fact) i wish the usa was colorblind and blind to biases, then maybe we wouldn't have to have dei in the first place. i praise costco!"
55,55,1,0 (Not Relevant),2025-04-20T20:07:24.851747Z,Costco,2025-02-20 08:00:00,Y29tbWVudDoxMDQ4NzQzMDkwNjE3MTg3XzYzNTEwNjgzMjc5Njg3NA==,,Love the Cara Cara oranges,2025-03-09,initial,0,0,1,Y29tbWVudDoxMDQ4NzQzMDkwNjE3MTg3XzYzNTEwNjgzMjc5Njg3NA==,0,30,0 days,love the cara cara oranges,love the cara cara oranges
56,56,1,1 (Relevant),2025-04-20T20:07:39.108646Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzUzMDQzMDg3OTUwMTQ0Mw==,,"Why don’t the negative ppl wait to see what really happened? Have compassion for the ppl on board 
 It’s not about you!",2025-02-22,initial,12,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzUzMDQzMDg3OTUwMTQ0Mw==,0,540,0 days,why dont the negative ppl wait to see what really happened? have compassion for the ppl on board its not about you!,why dont the negative ppl wait to see what really happened? have compassion for the ppl on board its not about you!
57,57,1,0 (Not Relevant),2025-04-20T20:07:44.432568Z,Google,2025-02-07 13:34:00,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzIyMjI5NDczNjQ3NjYzNjg=,,The two-step verification feature when recovering the account is unfair,2025-02-13,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzIyMjI5NDczNjQ3NjYzNjg=,0,251,0 days,the two-step verification feature when recovering the account is unfair,the two-step verification feature when recovering the account is unfair
58,58,1,0 (Not Relevant),2025-04-20T20:07:57.542586Z,Costco,2025-02-07 09:00:00,Y29tbWVudDoxMDM4ODY0NTIxNjA1MDQ0XzYwNTkyNDYwNTcwNDgwMg==,,"Shame on you Costco for allowing people to hoard and take advantage of the egg shortage! Allowing people to overload entire carts and flat carts with eggs to the point where they don’t leave any for anyone else. 
 https://www.facebook.com/reel/2004504726738868?fs=e&mibextid=wwXIfr&fs=e",2025-02-09,initial,0,0,1,Y29tbWVudDoxMDM4ODY0NTIxNjA1MDQ0XzYwNTkyNDYwNTcwNDgwMg==,0,64,0 days,shame on you costco for allowing people to hoard and take advantage of the egg shortage! allowing people to overload entire carts and flat carts with eggs to the point where they dont leave any for anyone else. <url>,shame on you costco for allowing people to hoard and take advantage of the egg shortage! allowing people to overload entire carts and flat carts with eggs to the point where they dont leave any for anyone else. <url>
59,59,1,0 (Not Relevant),2025-04-20T20:08:04.221952Z,Delta,2025-02-27 08:00:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzUyNTQ0Mjc0MzQ1OTI1Ng==,,"Muchas burbujas y te roban la maleta, no te Dan respuesta y después te llaman para estafarte",2025-03-01,initial,7,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzUyNTQ0Mjc0MzQ1OTI1Ng==,0,69,0 days,"muchas burbujas y te roban la maleta, no te dan respuesta y despus te llaman para estafarte","muchas burbujas y te roban la maleta, no te dan respuesta y despus te llaman para estafarte"
60,60,1,0 (Not Relevant),2025-04-20T20:08:12.101322Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzIzNTc1NTQ1NDQ2MjEzOTk=,,"Hanging out at the Costco cafe, watching educational videos on how to treat my fellow humans with RESPECT! Love you Costco!",2025-02-01,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzIzNTc1NTQ1NDQ2MjEzOTk=,0,520,0 days,"hanging out at the costco cafe, watching educational videos on how to treat my fellow humans with respect! love you costco!","hanging out at the costco cafe, watching educational videos on how to treat my fellow humans with respect! love you costco!"
61,61,1,1 (Relevant),2025-04-20T20:08:18.773027Z,Costco,2025-02-04 14:13:00,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzExNzg4NjIzOTA1MTI1NzA=,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzU4MzQ3MzI1NzkyNTA4MA==,you're still what Trump considers DEI. At the end of the day you have dark skin and are Mexican,2025-02-09,reply,0,0,1,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzExNjI2ODc0MjUyNjcwNjE=,2,9,0 days,you're still what trump considers dei. at the end of the day you have dark skin and are mexican,"appreciate your dei stand costco! by the increase in your stock value, id say doing the right thing is paying big dividends! → hope you never need a job because costco wont hire you just based on your profile picture. → you're still what trump considers dei. at the end of the day you have dark skin and are mexican"
62,62,1,1 (Relevant),2025-04-20T20:08:48.324605Z,Costco,2025-01-21 12:00:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzI2ODY5NjM3ODQ4MjMzOTU=,,"Thank you for actually being human and supporting humans. I'm not a member, but if I was closer than 3.5 hours to the nearest Costco I'd get a membership.",2025-01-31,initial,4,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzI2ODY5NjM3ODQ4MjMzOTU=,0,458,0 days,"thank you for actually being human and supporting humans. i'm not a member, but if i was closer than 3.5 hours to the nearest costco i'd get a membership.","thank you for actually being human and supporting humans. i'm not a member, but if i was closer than 3.5 hours to the nearest costco i'd get a membership."
63,63,1,0 (Not Relevant),2025-04-20T20:08:54.339806Z,Google,2025-02-01 07:16:00,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEzNDc0MTI1MDMwOTY1MTU=,,Good News,2025-02-06,initial,0,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEzNDc0MTI1MDMwOTY1MTU=,0,198,0 days,good news,good news
64,64,1,1 (Relevant),2025-04-20T20:09:00.998461Z,Delta,2025-02-10 09:02:00,Y29tbWVudDoxMDE5MTM4MTMzNTY4NDMyXzExNjI3OTY4MjUxOTQxNDg=,,Delta CEO Ed Bastian Delta Air Lines Scarifies women in blood sport,2025-02-22,initial,0,0,1,Y29tbWVudDoxMDE5MTM4MTMzNTY4NDMyXzExNjI3OTY4MjUxOTQxNDg=,0,132,0 days,delta ceo ed bastian delta air lines scarifies women in blood sport,delta ceo ed bastian delta air lines scarifies women in blood sport
65,65,1,0 (Not Relevant),2025-04-20T20:09:05.717072Z,Google,2025-01-30 14:51:00,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzk3NzE1NzI0NzY3MDk5Mw==,,Goodjob,2025-02-06,initial,1,0,0,Y29tbWVudDoxMTczMjk0MzcwODE4NjYyXzk3NzE1NzI0NzY3MDk5Mw==,0,112,0 days,goodjob,goodjob
66,66,1,0 (Not Relevant),2025-04-20T20:09:10.416686Z,Costco,2025-02-09 09:00:00,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEwNzkxNTQzMjA2ODA5NzE=,,Bring back the combo!,2025-02-09,initial,7,0,1,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEwNzkxNTQzMjA2ODA5NzE=,0,801,0 days,bring back the combo!,bring back the combo!
67,67,1,1 (Relevant),2025-04-20T20:09:21.196021Z,Costco,2025-01-11 09:00:00,Y29tbWVudDoxMDE5MTY2NTQwMjQxNTA5XzEwMjM5MDA0NTk3NTMyMDM=,Y29tbWVudDoxMDE5MTY2NTQwMjQxNTA5XzY0NjA1MTIzNDQxNzMyNA==,Shareholders will speak loudly come Jan. 23rd,2025-01-17,reply,0,1,1,Y29tbWVudDoxMDE5MTY2NTQwMjQxNTA5XzEzMDA2Mjg3MjExNDA0MTg=,5,0,0 days,shareholders will speak loudly come jan. 23rd,"many of those calling for a boycott are either losers who dont have anything better to do than post complaints, or bots. → many are actually shareholders → shareholders will speak loudly come jan. 23rd"
68,68,1,0 (Not Relevant),2025-04-20T20:09:32.479435Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE4NTc5OTM3NzgwODYyNDY=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk3OTY3OTI5MDc4Nzg5MQ==,"Martha- We're sorry for the delay in responding. You can now check inventory at Costco locations near you using the Costco Mobile App. If you don't see the product in a Costco near you, it may not be available in your region. However, you can submit feedback to the buyers in your area here: https://www.costco.com/WarehouseFeedback.html Thanks for getting in touch! -Bekah",2025-02-15,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk3OTY3OTI5MDc4Nzg5MQ==,1,0,14 days,"martha- we're sorry for the delay in responding. you can now check inventory at costco locations near you using the costco mobile app. if you don't see the product in a costco near you, it may not be available in your region. however, you can submit feedback to the buyers in your area here: <url> thanks for getting in touch! -bekah","my local store doesnt have it. where can i get it? → martha- we're sorry for the delay in responding. you can now check inventory at costco locations near you using the costco mobile app. if you don't see the product in a costco near you, it may not be available in your region. however, you can submit feedback to the buyers in your area here: <url> thanks for getting in touch! -bekah"
69,69,1,1 (Relevant),2025-04-20T20:09:37.515882Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEzOTU5NDgzNzUxMTgyNzA=,,BOYCOTT THIS DISGUSTING WOKE PRO DEI COMPANY.,2025-02-01,initial,2,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEzOTU5NDgzNzUxMTgyNzA=,0,603,0 days,boycott this disgusting woke pro dei company.,boycott this disgusting woke pro dei company.
70,70,1,0 (Not Relevant),2025-04-20T20:09:45.936467Z,Delta,2025-03-04 11:20:00,Y29tbWVudDoxMDM1ODc1MDU4NTYxNDA2Xzk4ODYwMDk3OTQ1MDE1MQ==,Y29tbWVudDoxMDM1ODc1MDU4NTYxNDA2XzE2NjU3ODM4OTQzMTMxNjc=,Right? That burger looks amazing! Hope you get to try it soon,2025-03-08,reply,1,0,1,Y29tbWVudDoxMDM1ODc1MDU4NTYxNDA2XzE2NjU3ODM4OTQzMTMxNjc=,1,1,0 days,right? that burger looks amazing! hope you get to try it soon,"one day, hopefully soon, ill be ordering this burger on board! cant wait to try it. → right? that burger looks amazing! hope you get to try it soon"
71,71,1,0 (Not Relevant),2025-04-20T20:09:51.062375Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzkzNTE2NDgyMjE1MDQ4MQ==,,Great job to the crew for their swift evacuation!!!,2025-02-22,initial,0,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzkzNTE2NDgyMjE1MDQ4MQ==,0,510,0 days,great job to the crew for their swift evacuation!!!,great job to the crew for their swift evacuation!!!
72,72,1,0 (Not Relevant),2025-04-20T20:10:28.644240Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEyNjQyMTQ2NDgxNDMxOTU=,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjY2ODI1OTQ4NTM3MTE=,bye,2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzExNjY2ODI1OTQ4NTM3MTE=,1,6,0 days,bye,nope. no more costco for me. → bye
73,73,1,1 (Relevant),2025-04-20T20:10:55.034097Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE4MTQ5NzUxNjkzMzUzNzA=,,If you’re DEI and you know it the way you land will surely show it. If you’re DEI and you know it crash the plane…,2025-02-22,initial,0,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE4MTQ5NzUxNjkzMzUzNzA=,0,540,0 days,if youre dei and you know it the way you land will surely show it. if youre dei and you know it crash the plane...,if youre dei and you know it the way you land will surely show it. if youre dei and you know it crash the plane...
74,74,1,0 (Not Relevant),2025-04-20T20:11:01.053777Z,Costco,2025-02-01 09:00:00,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzIzMTk4NDY4NTg0MDgzNjI=,,Wish we had a Costco in far northern NY. I'd do all my shopping exclusively with you!,2025-02-01,initial,5,0,1,Y29tbWVudDoxMDM0NDgxMjg1Mzc2NzAxXzIzMTk4NDY4NTg0MDgzNjI=,0,131,0 days,wish we had a costco in far northern ny. i'd do all my shopping exclusively with you!,wish we had a costco in far northern ny. i'd do all my shopping exclusively with you!
75,75,1,0 (Not Relevant),2025-04-20T20:11:06.230712Z,Google,2025-02-10 13:54:00,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEwMTU2NTIxMzcwNzE4MjY=,,"It will always be the Gulf of Mexico, you cowards",2025-02-13,initial,3,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEwMTU2NTIxMzcwNzE4MjY=,0,676,0 days,"it will always be the gulf of mexico, you cowards","it will always be the gulf of mexico, you cowards"
76,76,1,0 (Not Relevant),2025-04-20T20:11:12.691583Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEzMjAxOTMyMjI3Mzk1NjY=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEzMDI3MjYxODQzMDAyNjA=,"no, but you are",2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE4MzI4OTQ1NDQxMTU1ODM=,2,1,0 days,"no, but you are","you need a life. → terri schuster are you → no, but you are"
77,77,1,1 (Relevant),2025-04-20T20:11:21.806610Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzIwMzEzMzkwMDczMzU1Njk=,,"Costco, do not give in to pressure from right wing AGs or anyone on your policies. Please help us stand and fight",2025-02-08,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzIwMzEzMzkwMDczMzU1Njk=,0,899,0 days,"costco, do not give in to pressure from right wing ags or anyone on your policies. please help us stand and fight","costco, do not give in to pressure from right wing ags or anyone on your policies. please help us stand and fight"
78,78,1,0 (Not Relevant),2025-04-20T20:11:49.897337Z,Costco,2025-01-30 10:37:00,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzUwODA1ODAyODU1MDQwNg==,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzEyNTAxMTA4Mzk2MjAzMjY=,so ignorant,2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzUwODA1ODAyODU1MDQwNg==,0,175,0 days,so ignorant,so ignorant
79,79,1,0 (Not Relevant),2025-04-20T20:11:54.441715Z,Costco,2025-02-03 11:07:00,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE0NzU0NDM1NDAwMzk0NTE=,,I will be shopping,2025-02-09,initial,12,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzE0NzU0NDM1NDAwMzk0NTE=,0,84,0 days,i will be shopping,i will be shopping
80,80,1,0 (Not Relevant),2025-04-20T20:11:59.980917Z,Target,2025-02-22 08:15:00,Y29tbWVudDoxMTg1Mjk1NzcyOTU1ODEyXzI4NjE4NjcxMjE0NDQ1OTM0,Y29tbWVudDoxMTg1Mjk1NzcyOTU1ODEyXzIwMTIxNzM5NzI1OTkyOTk=,same! We go at least 3x a week,2025-02-28,reply,13,0,0,Y29tbWVudDoxMTg1Mjk1NzcyOTU1ODEyXzIwMTIxNzM5NzI1OTkyOTk=,1,3,0 days,same! we go at least 3x a week,i love target! will keep shopping there! my granddaughter loves target → same! we go at least 3x a week
81,81,1,1 (Relevant),2025-04-20T20:12:08.463121Z,Costco,2025-01-18 09:00:00,Y29tbWVudDoxMDI0MjMzMTM2NDAxNTE2XzY2NDYwMDUzMjU1OTM0Mg==,Y29tbWVudDoxMDI0MjMzMTM2NDAxNTE2XzIxNDQ5MDk5MTU5MjUxODI=,"That isn't what DEI does. Stop listening to Faux ""news"".",2025-01-31,reply,2,0,1,Y29tbWVudDoxMDI0MjMzMTM2NDAxNTE2XzIxNDQ5MDk5MTU5MjUxODI=,1,0,0 days,"that isn't what dei does. stop listening to faux ""news"".","""i have a dream that someday all men will be judged by the content of their character, not the color of their skin"" ~martin luther king~ he was right. you're not. → that isn't what dei does. stop listening to faux ""news""."
82,82,1,0 (Not Relevant),2025-04-20T20:12:19.689452Z,Costco,2025-02-05 10:15:00,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzkxNjM5MjA4Njk5NDcyMQ==,,Bbq pulled pork sliders,2025-02-09,initial,0,0,1,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzkxNjM5MjA4Njk5NDcyMQ==,0,293,0 days,bbq pulled pork sliders,bbq pulled pork sliders
83,83,1,1 (Relevant),2025-04-20T20:12:26.248225Z,Costco,2025-01-26 19:20:00,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzE5MDg4NDcxMzYxOTA2Mzg=,,I’ll enjoy shopping there even more now that the people who hate women and minorities are gone. Yay!,2025-02-01,initial,36,0,1,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzE5MDg4NDcxMzYxOTA2Mzg=,0,163,0 days,ill enjoy shopping there even more now that the people who hate women and minorities are gone. yay!,ill enjoy shopping there even more now that the people who hate women and minorities are gone. yay!
84,84,1,1 (Relevant),2025-04-20T20:12:35.153529Z,Costco,2025-01-18 12:00:00,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzkxNzUwOTQ1NjgzODE1Ng==,,Not putting any more $$s in at Costco and don't bother with St. George UT new store We don't support any company that doesn't support the will of the people. DO AWAY WITH DEI,2025-01-31,initial,0,0,1,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzkxNzUwOTQ1NjgzODE1Ng==,0,216,0 days,not putting any more $$s in at costco and don't bother with st. george ut new store we don't support any company that doesn't support the will of the people. do away with dei,not putting any more $$s in at costco and don't bother with st. george ut new store we don't support any company that doesn't support the will of the people. do away with dei
