company_name,post_date,id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,relevance,stance_dei_reviewer_01,purchase_intention_reviewer_01,stance_dei_reviewer_02,purchase_intention_reviewer_02,stance_dei_average,purchase_intention_average,stance_dei_label,purchase_intention_label
Delta,1/22/25 9:00,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzUyODc0NTkyMzAyNzYyMw==,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzE2NjY5NDA2NDQwMzM2NDI=,ableism is real. So sorry for your experience!,2/21/25,reply,0,0,1,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzE1MzkxMDU3NDM0MTgwNzM=,3,0,28 days,ableism is real. so sorry for your experience!,"the wheel chair services are airport employees mostly from african countries and they arent always the friendliest. → interesting, but the problem arent the wheelchairs, its about that i carry my own because i need it (i am a disabled person) and because of that they didnt want to help me. i even have to pulled my own suitcases from the moving band. → ableism is real. so sorry for your experience!",1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/18/25 15:25,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzEzNTkxMDQ4NzIyMDc0OTg=,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzkxMjkzNDcxMzM4MDAyNzA=,showed up in my news feed. Do your research before you embarrass yourself so completely.,2/23/25,reply,1,0,1,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5Xzk1MDEzODM4ODY1NzMzMTA=,2,2,0 days,showed up in my news feed. do your research before you embarrass yourself so completely.,im wondering why this is newsworthy? → you idiot! this is a costco platform! → showed up in my news feed. do your research before you embarrass yourself so completely.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/11/25 14:38,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzE4NTEwNzQ4Nzg2MzA2MjY=,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzExMzM2OTUwMTgzOTMyNTQ=,Byeeeeee,2/16/25,reply,2,0,1,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzExMzM2OTUwMTgzOTMyNTQ=,1,33,0 days,byeeeeee,we are done with costco. good luck with your dei → byeeeeee,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzExNjU2Mzg0ODE4NTQ0NTA=,,"Honey, please send me a private message",2/13/25,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzExNjU2Mzg0ODE4NTQ0NTA=,0,676,0 days,"honey, please send me a private message","honey, please send me a private message",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/22/25 13:00,Y29tbWVudDoxMDUwNDM1MDc3MTE0NjU1XzI3NjEzNzU5MjczNzU0NTM=,Y29tbWVudDoxMDUwNDM1MDc3MTE0NjU1Xzk5NTk5MjE5MjQxODc2Mg==,my bad had the wrong company,2/23/25,reply,0,0,1,Y29tbWVudDoxMDUwNDM1MDc3MTE0NjU1XzE4NDY0ODUzMzYxNzIxNjI=,2,2,0 days,my bad had the wrong company,swift? i'll pass → whats wrong with swift? → my bad had the wrong company,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE1NTM3NzI3ODIwMDg1MTA=,,I will definitely be doing the majority of my shopping at Costco!,2/1/25,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE1NTM3NzI3ODIwMDg1MTA=,0,899,0 days,i will definitely be doing the majority of my shopping at costco!,i will definitely be doing the majority of my shopping at costco!,0,0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0,1,0,1
Target,2/20/25 13:56,Y29tbWVudDoxMTg0MDQyMTUzMDgxMTc0XzExODYzODE0NjMxMjkyMzY=,,COSTCO,2/28/25,initial,2,0,0,Y29tbWVudDoxMTg0MDQyMTUzMDgxMTc0XzExODYzODE0NjMxMjkyMzY=,0,192,0 days,costco,costco,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,1/31/25 13:02,Y29tbWVudDoxMTczOTI2NzE3NDIyMDk0XzQ3ODk1NDQ4MTcxMDA3OQ==,,"Daniel James Taylor 
 broadcast on the internet",2/6/25,initial,0,0,0,Y29tbWVudDoxMTczOTI2NzE3NDIyMDk0XzQ3ODk1NDQ4MTcxMDA3OQ==,0,118,0 days,daniel james taylor broadcast on the internet,daniel james taylor broadcast on the internet,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,2/12/25 13:17,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzExNTExNzM3Nzk4MDAwNTU=,,"The sweetest packages are DEI, but you got rid of that so you’re on my s-list",2/14/25,initial,115,0,0,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzExNTExNzM3Nzk4MDAwNTU=,0,67,0 days,"the sweetest packages are dei, but you got rid of that so youre on my s-list","the sweetest packages are dei, but you got rid of that so youre on my s-list",1,1 (Pro-DEI),-1 (Boycott/Negative),1 (Pro-DEI),-1 (Boycott/Negative),1,-1,1,-1
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE4MDAwNDA4NjA4MjgzODM=,,THANK YOU COSTCO! Thanks for keeping the diversity in your hiring practices!,2/1/25,initial,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE4MDAwNDA4NjA4MjgzODM=,0,899,0 days,thank you costco! thanks for keeping the diversity in your hiring practices!,thank you costco! thanks for keeping the diversity in your hiring practices!,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Costco,1/18/25 9:00,Y29tbWVudDoxMDI0MjMzMTM2NDAxNTE2XzU5MDE4MTM0MDM5NDQyMw==,,Can’t buy in warehouse,1/24/25,initial,1,0,1,Y29tbWVudDoxMDI0MjMzMTM2NDAxNTE2XzU5MDE4MTM0MDM5NDQyMw==,0,96,0 days,cant buy in warehouse,cant buy in warehouse,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/6/25 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzIyNTk3NTE4ODExMDY1NTM=,,Gulf of America? F off Google,3/6/25,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzIyNTk3NTE4ODExMDY1NTM=,0,444,0 days,gulf of america? f off google,gulf of america? f off google,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEyNTY2MzAxMDIwOTYxNjU=,,You can keep your DEI garbage. I’m canceling my membership.,2/1/25,initial,3,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEyNTY2MzAxMDIwOTYxNjU=,0,341,0 days,you can keep your dei garbage. im canceling my membership.,you can keep your dei garbage. im canceling my membership.,1,-1 (Anti-DEI),-1 (Boycott/Negative),-1 (Anti-DEI),-1 (Boycott/Negative),-1,-1,-1,-1
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEwNDk5NTYxOTM1NTYwMjc=,,Thank you costco! I have always loved u and supported you but I 100% Will shop you more. You are a bright spot in this horrible time.,1/25/25,initial,5,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEwNDk5NTYxOTM1NTYwMjc=,0,603,0 days,thank you costco! i have always loved u and supported you but i 100% will shop you more. you are a bright spot in this horrible time.,thank you costco! i have always loved u and supported you but i 100% will shop you more. you are a bright spot in this horrible time.,0,0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0,1,0,1
Costco,2/18/25 15:25,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzE0MTgxMzc3NDMyNDM5MDc=,,"I wish they had gas station in Nashua,NH.",2/23/25,initial,1,0,1,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzE0MTgxMzc3NDMyNDM5MDc=,0,377,0 days,"i wish they had gas station in nashua,nh.","i wish they had gas station in nashua,nh.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/4/25 14:13,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzExNjkzMzkxOTQ5Nzk0NDI=,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzM0ODcxNjIyNjQ5MjM5NzI=,you clearly have no idea what DEI is. You know the veteran working at Costco or the down syndrome teenager helping stock shelves would be considered DEI hires you twit,2/9/25,reply,2,0,1,Y29tbWVudDoxMDM2ODY0MDQ1MTM4NDI1XzM5NTM2Nzg4NjE1MTg3ODA=,2,9,0 days,you clearly have no idea what dei is. you know the veteran working at costco or the down syndrome teenager helping stock shelves would be considered dei hires you twit,love costco. thank you for doing the right thing. → hiring people based on their skin color is a great thing → you clearly have no idea what dei is. you know the veteran working at costco or the down syndrome teenager helping stock shelves would be considered dei hires you twit,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Costco,2/22/25 9:00,Y29tbWVudDoxMDUwMzE3MjQzNzkzMTA1XzY1NjkxNjA2NjY5MTAyMg==,,Do you have to be a member to shop,3/2/25,initial,1,0,1,Y29tbWVudDoxMDUwMzE3MjQzNzkzMTA1XzY1NjkxNjA2NjY5MTAyMg==,0,77,0 days,do you have to be a member to shop,do you have to be a member to shop,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/26/25 19:21,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzUyMjY0NTUwNjkxMzExNQ==,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzEzMzQ2NjQ1OTEwMjUzNTc=,You again? I can't imagine a chick trying to break up with you. Go feed your cats.,2/1/25,reply,1,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzE4NDczNDA1NDYwMDUyMTQ=,3,0,0 days,you again? i can't imagine a chick trying to break up with you. go feed your cats.,"< this is exactly why women were not allowed to vote for thousands of years → i dont actually think youre a groomer, but it would be illogical for you to accuse me of being one given that it is statistically unlikely. now if you were just saying that because youre upset that i disagree with you, id encourage you to introspect on why you felt the need to have that emotional outburst. → you again? i can't imagine a chick trying to break up with you. go feed your cats.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/6/25 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzEyOTI0NDk3MTUyMDQ0NDI=,,Native stand-alone VR Street view for trip planning,2/6/25,initial,1,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzEyOTI0NDk3MTUyMDQ0NDI=,0,485,0 days,native stand-alone vr street view for trip planning,native stand-alone vr street view for trip planning,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/9/25 9:00,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEwMjk5MDM5MDI0OTAxNDA=,,Bring back the supreme please!,2/16/25,initial,0,0,1,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzEwMjk5MDM5MDI0OTAxNDA=,0,801,0 days,bring back the supreme please!,bring back the supreme please!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/6/25 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzY2MzE0NjIyMjcwNTkzNw==,,You IDIOTS!!!! Change it back to the Gulf of Mexico. Quit pandering to Herr tr*mp.,2/13/25,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzY2MzE0NjIyMjcwNTkzNw==,0,444,0 days,you idiots!!!! change it back to the gulf of mexico. quit pandering to herr tr*mp.,you idiots!!!! change it back to the gulf of mexico. quit pandering to herr tr*mp.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/28/25 13:39,Y29tbWVudDoxMTkzNjk0OTE1NDQ1Mjc0XzEyMzYxNzgxNDEyNjQxMTY=,,Back to back,3/6/25,initial,1,0,0,Y29tbWVudDoxMTkzNjk0OTE1NDQ1Mjc0XzEyMzYxNzgxNDEyNjQxMTY=,0,440,0 days,back to back,back to back,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzYxNDIxMDY4MTU0NTUwOA==,,Shame google,2/13/25,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzYxNDIxMDY4MTU0NTUwOA==,0,676,0 days,shame google,shame google,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Google,2/7/25 13:34,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzY1NjQxMDU4MzQ4OTI1NA==,,Women are 50.5% of the US We must unite to be above everyone and win the corporate war. The first is to go through the Yahoo search engine. I punish Google for lowering the score of Women's Month.,2/13/25,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzY1NjQxMDU4MzQ4OTI1NA==,0,251,0 days,women are 50.5% of the us we must unite to be above everyone and win the corporate war. the first is to go through the yahoo search engine. i punish google for lowering the score of women's month.,women are 50.5% of the us we must unite to be above everyone and win the corporate war. the first is to go through the yahoo search engine. i punish google for lowering the score of women's month.,1,0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0 (Neutral/Unclear towards DEI),-1 (Boycott/Negative),0,-1,0,-1
Google,3/3/25 9:03,Y29tbWVudDoxMTk1NzMzMTA1MjQxNDU1XzEwMTAyNzA4ODQzMjUxOTA=,,I love you google.,3/6/25,initial,0,0,0,Y29tbWVudDoxMTk1NzMzMTA1MjQxNDU1XzEwMTAyNzA4ODQzMjUxOTA=,0,138,0 days,i love you google.,i love you google.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Delta,2/18/25 6:49,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzY1MzI0NzQyNzEzNjg3OQ==,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEzMTE5NjEzMTAwOTU4OTE=,proof that DEI is a joke,2/22/25,reply,0,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEzMTE5NjEzMTAwOTU4OTE=,1,1,0 days,proof that dei is a joke,"proof that flight attendants arent just sky servers. their primary goal is our safety, they are well trained, always on their game and they proved it! → proof that dei is a joke",1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1,0,-1,0
Costco,2/7/25 9:00,Y29tbWVudDoxMDM4ODY0NTIxNjA1MDQ0XzY3MjU4MDgzNTU4NjM0Mg==,,They are $70,2/9/25,initial,1,0,1,Y29tbWVudDoxMDM4ODY0NTIxNjA1MDQ0XzY3MjU4MDgzNTU4NjM0Mg==,0,64,0 days,they are $70,they are $70,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/19/25 9:09,Y29tbWVudDoxMTg2OTY3MjM2MTE4MDQyXzE3OTcxNTQzODA4NDgyNDc=,,Very god,2/20/25,initial,0,0,0,Y29tbWVudDoxMTg2OTY3MjM2MTE4MDQyXzE3OTcxNTQzODA4NDgyNDc=,0,230,0 days,very god,very god,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzExNzI3MjY2Mjc4MDQyOTY=,,DEI hire. Is about hiring people that aren’t qualified.,2/1/25,initial,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzExNzI3MjY2Mjc4MDQyOTY=,0,899,0 days,dei hire. is about hiring people that arent qualified.,dei hire. is about hiring people that arent qualified.,1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1,0,-1,0
Costco,2/6/25 14:00,Y29tbWVudDoxMDM4MzA2NzI4MzI3NDkwXzEzNjkxODEyNjc3NzQzODU=,Y29tbWVudDoxMDM4MzA2NzI4MzI3NDkwXzkxNjA0MzY0OTA3Mzg5NDU=,"Stock profile image, no background, one “friend.”",2/9/25,reply,1,0,1,Y29tbWVudDoxMDM4MzA2NzI4MzI3NDkwXzkxNjA0MzY0OTA3Mzg5NDU=,1,8,0 days,"stock profile image, no background, one friend.","they openly discriminate against whites thru their dei program and hiring practices. → stock profile image, no background, one friend.",1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/13/25 11:00,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzEwMTQxMDE3NzA1NDU4Mjk=,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzUzMzUyMTIzOTcwNjkyNw==,"we can buy these at our Asian bakeries and I agree, there’s something missing, maybe condensed milk, it’s a buttery taste that is missing in these.",1/17/25,reply,0,1,1,Y29tbWVudDoxMDIwNjM1NjYzNDI3OTMwXzUzMzUyMTIzOTcwNjkyNw==,1,3,0 days,"we can buy these at our asian bakeries and i agree, theres something missing, maybe condensed milk, its a buttery taste that is missing in these.","as a portuguese, i can say that those are not even close to the original. like everything, theres many recipes for the same thing but this particular pastry, there hasnt been a copycat yet that can really be compared to the real ones. → we can buy these at our asian bakeries and i agree, theres something missing, maybe condensed milk, its a buttery taste that is missing in these.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/21/25 12:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzQ3OTg3ODgxODI0OTk0OQ==,,I see the mass messaging went out lol,1/31/25,initial,0,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzQ3OTg3ODgxODI0OTk0OQ==,0,458,0 days,i see the mass messaging went out lol,i see the mass messaging went out lol,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Google,2/12/25 10:40,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzE2Nzc1NTgzMTk4MjM2MTk=,,Don't be evil,2/20/25,initial,1,0,0,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzE2Nzc1NTgzMTk4MjM2MTk=,0,440,0 days,don't be evil,don't be evil,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/28/25 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzI2NTE2MjM5MDE2ODgwNTI=,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzYwMjQwMTI0OTE5NjUxNA==,Amen brother! Women complaining about DEI clearly don’t understand what it is.,2/1/25,reply,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzU2ODg3OTM1OTUwMDIzNw==,4,0,0 days,amen brother! women complaining about dei clearly dont understand what it is.,<url> → their agenda is to tear it down. don't need qualifications to wreck something they have no intention of working to build. → amen brother! women complaining about dei clearly dont understand what it is.,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Delta,2/28/25 12:10,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzExOTMzMzI1OTU1MjM5MjE=,,Delta Air Lines please do u have a plane in Ghana Which transport people to USA?,4/5/25,initial,0,0,1,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzExOTMzMzI1OTU1MjM5MjE=,0,53,0 days,delta air lines please do u have a plane in ghana which transport people to usa?,delta air lines please do u have a plane in ghana which transport people to usa?,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/9/25 9:00,Y29tbWVudDoxMDM5NjIyNDU0ODYyNTg0XzEzNDkxNDE0OTk2MDQ0NjQ=,,"I love these. They come out with a new set every year. After buying them for 3 years, I told myself I couldn't buy anymore. I didn't need them. I usually get a couple of boxes each year when the death star appears. I use them for gifts. I love them.",2/16/25,initial,0,0,1,Y29tbWVudDoxMDM5NjIyNDU0ODYyNTg0XzEzNDkxNDE0OTk2MDQ0NjQ=,0,801,0 days,"i love these. they come out with a new set every year. after buying them for 3 years, i told myself i couldn't buy anymore. i didn't need them. i usually get a couple of boxes each year when the death star appears. i use them for gifts. i love them.","i love these. they come out with a new set every year. after buying them for 3 years, i told myself i couldn't buy anymore. i didn't need them. i usually get a couple of boxes each year when the death star appears. i use them for gifts. i love them.",0,0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0,1,0,1
Delta,2/13/25 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzYwMzk0NjY5OTEyMTM4OQ==,,With all the crashes don’t know if we’ll ever see it. What is going on??,2/22/25,initial,0,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzYwMzk0NjY5OTEyMTM4OQ==,0,480,0 days,with all the crashes dont know if well ever see it. what is going on??,with all the crashes dont know if well ever see it. what is going on??,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/6/25 9:20,Y29tbWVudDoxMDM4MTM3MzE1MDExMDk4XzY0NjA2MjU5NzgyMzcwMg==,Y29tbWVudDoxMDM4MTM3MzE1MDExMDk4XzM4MDcwMTc5ODI5NDYyMzE=,creep,2/9/25,reply,2,0,1,Y29tbWVudDoxMDM4MTM3MzE1MDExMDk4XzY0NjA2MjU5NzgyMzcwMg==,0,52,0 days,creep,creep,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
